id,year,country,region,incomegroup,lnexport,prhs,centrality,dstoi,lngdp,exportd_r,fdi_out_r,fixband_r,lnpatent,post2016,post2018,post2017,地域,收入,CCTPP,lngdp_squared,dstoi_squared,X,m0_sample,m0_fid_1,Y1_pystacked_1,D1_pystacked_1,m0_sample_1,productivity_d1,AI_d1,Tech_d1,techindex_d1,digit_d1,articles_d1,re_d1,culture_d1,inst_d1,secure_d1,fta_d1,ebit_mean,assets_mean,liabilities_mean,leverage_mean,ma_success_rate,ma_count,lnma_count,productivity_d3,PerData_d3,AI_d3,Tech_d3,techindex_d3,digit_d3,LWTariff,dlny
2,2016,BEL,Europe,High income,10.770368576049805,42.350460052490234,0.02395249903202057,0.859651505947113,26.88881492614746,0.794296145439148,0.07258529216051102,0.37734124064445496,0.028619861230254173,1.0,0.0,0.0,4,1,0,723.0083618164062,0.7390007376670837,3.438606023788452,1,1,9.922289848327637,3.3179678916931152,1,98.335023,0.0,0.0,0.8582,2.719298245614035,14763.016933333334,0.028094170813307805,2.0393797743657163,1.117718508775182,0.0014360638554216868,0.4578313253012048,0.0005696111492999172,0.0345622449160031,0.007191996331341176,3.963768126800126e-08,0.9344262295081968,61.0,4.127134385045092,98.335023,0.02702702702702703,0.0,0.0,0.8582,2.719298245614035,2.0199999809265137,0.20250743627548218
2,2017,BEL,Europe,High income,10.857187271118164,42.08961486816406,0.024251535534858704,0.859651505947113,26.943387985229492,0.8318241238594055,-0.010542018339037895,0.3846437633037567,0.027243969962000847,1.0,0.0,1.0,4,1,0,725.9461669921875,0.7390007376670837,3.438606023788452,1,3,10.186055183410645,3.259955644607544,1,97.04704,0.043478260869565216,0.0,0.9238,2.6857142857142855,15116.034933333334,0.031248062175454935,2.0393797743657163,1.0674030582600988,0.003981688674698796,0.46987951807228917,0.00036526581086614596,0.05392740740794841,0.0037067588195879666,2.999469957310062e-08,0.9333333333333333,75.0,4.330733340286331,97.04704,0.05405405405405406,0.043478260869565216,0.0,0.9238,2.6956521739130435,2.0899999141693115,-0.7980729341506958
2,2018,BEL,Europe,High income,10.898953437805176,41.90505599975586,0.02418004535138607,0.8376836180686951,27.020925521850586,0.8307963013648987,-0.0662645474076271,0.3933189809322357,0.02288215048611164,1.0,1.0,1.0,4,1,0,730.1304321289062,0.7017138600349426,3.3507344722747803,1,4,9.761448860168457,3.2871015071868896,1,96.026636,0.043478260869565216,0.08695652173913043,0.9335000000000001,2.8461538461538463,15670.346,0.03198838041761549,2.0393797743657163,1.067873186477643,0.0070194197590361445,0.46987951807228917,0.0010137188337792013,0.05851249047100827,0.0082542467058454,2.988759415924128e-08,0.9701492537313433,67.0,4.219507705176107,,0.05405405405405406,0.043478260869565216,0.08695652173913043,0.9335000000000001,2.8461538461538463,1.9600000381469727,0.4130554795265198
2,2019,BEL,Europe,High income,10.915904998779297,41.828529357910156,0.024291252717375755,0.8376836180686951,27.00714874267578,0.8239719867706299,-0.04779161512851715,0.39882540702819824,0.02322043478488922,1.0,1.0,1.0,4,1,0,729.3861083984375,0.7017138600349426,3.3507344722747803,1,4,9.944259643554688,3.3293628692626953,1,95.172954,0.08,0.08,0.9221,2.7301587301587302,16461.627066666668,0.027412744539004476,2.0393797743657163,1.0584877426778132,0.011185073975903615,0.4819277108433735,0.0004614209358177086,0.019636743278741885,0.0030480038817682262,3.227708766227711e-08,0.9692307692307692,65.0,4.189654742026425,,0.08108108108108109,0.08,0.08,0.9221,2.7301587301587302,1.8300000429153442,-0.06292072683572769
2,2020,BEL,Europe,High income,10.905097007751465,41.03057861328125,0.024690287187695503,0.8376836180686951,26.987070083618164,0.7944654822349548,-0.0359538272023201,0.4094729423522949,0.022839706391096115,1.0,1.0,1.0,4,1,0,728.3019409179688,0.7017138600349426,3.3507344722747803,1,5,10.445146560668945,3.296771287918091,1,,0.34615384615384615,0.15384615384615385,0.9047999999999999,2.7719298245614037,17524.5352,0.02443264513012367,2.0393797743657163,1.0581340152343894,0.013199700481927711,0.4819277108433735,0.0005882095315027932,0.09207811584950949,0.0075106020292051105,2.3006854465172222e-07,0.95,60.0,4.110873864173311,,0.24324324324324326,0.34615384615384615,0.15384615384615385,0.9047999999999999,2.7719298245614037,1.840000033378601,-0.30727362632751465
2,2021,BEL,Europe,High income,11.058707237243652,41.84379959106445,0.02445882372558117,0.8376836180686951,27.110736846923828,0.8682674169540405,0.07668385654687881,0.4237792491912842,0.02018272504210472,1.0,1.0,1.0,4,1,0,734.9920654296875,0.7017138600349426,3.3507344722747803,1,5,9.964244842529297,3.107261896133423,1,,0.35714285714285715,0.17857142857142858,0.8641,2.9107142857142856,,0.04324262005846811,2.0393797743657163,1.0612151356545816,,0.4819277108433735,0.00015012963710970065,0.03080529273718917,0.004155267734452347,1.9715995288458967e-08,0.9655172413793104,58.0,4.07753744390572,,0.2702702702702703,0.35714285714285715,0.17857142857142858,0.8641,2.9107142857142856,1.4800000190734863,0.26524579524993896
3,2014,CAN,Americas,High income,10.546525955200195,48.10020446777344,0.024758119136095047,0.9787495732307434,28.221996307373047,0.31736576557159424,0.035984937101602554,0.35498204827308655,0.13447263836860657,0.0,0.0,0.0,2,1,1,796.4810791015625,0.9579507112503052,1.9574991464614868,1,4,10.505495071411133,1.9770351648330688,1,101.34326899999999,0.0,0.0,0.6947,2.521505376344086,13306.520400000001,0.03930390736285857,2.184956732092832,1.3592162942948638,0.0013289190361445782,0.03614457831325301,0.0002834376812370576,0.5774993142092978,0.004788132558937739,-3.537053707803685e-08,0.8307349665924276,449.0,6.1092475827643655,101.34326899999999,0.02702702702702703,0.0,0.0,0.6947,2.5202156334231804,1.4500000476837158,0.5433422327041626
3,2015,CAN,Americas,High income,10.47705364227295,48.16047286987305,0.024446118623018265,0.9787495732307434,28.073467254638672,0.3184996247291565,0.05391157418489456,0.36704719066619873,0.12138283997774124,0.0,0.0,0.0,2,1,1,788.1195678710938,0.9579507112503052,1.9574991464614868,1,3,10.305727005004883,1.9712674617767334,1,100.0,0.0,0.0,0.8043,2.658280922431866,13743.329733333334,0.02888493242703207,2.184956732092832,1.3724846438634262,0.0016898606024096385,0.04819277108433735,0.002444246018966967,0.2723971312191831,0.007815375499140392,1.8580770450139764e-08,0.9071969696969697,528.0,6.270988431858299,100.0,0.02702702702702703,0.0,0.0,0.8043,2.6596638655462184,1.4299999475479126,-0.10291801393032074
3,2016,CAN,Americas,High income,10.467697143554688,48.665321350097656,0.02379750832915306,0.9787495732307434,28.054977416992188,0.3150257170200348,0.04424489662051201,0.3706781268119812,0.10645875334739685,1.0,0.0,0.0,2,1,1,787.081787109375,0.9579507112503052,1.9574991464614868,1,1,10.216353416442871,1.9891268014907837,1,99.70880900000002,0.0,0.0,0.7789,2.637873754152824,14177.801733333332,0.028003072387979406,2.184956732092832,1.3833344032680297,0.00474136530120482,0.04819277108433735,0.00268864985753697,0.3940136024183834,0.015103806513817182,2.397185164622308e-09,0.8703170028818443,347.0,5.8522024797744745,99.70880900000002,0.02702702702702703,0.0,0.0,0.7789,2.6375838926174495,1.649999976158142,-0.7613387703895569
3,2017,CAN,Americas,High income,10.543755531311035,46.63457489013672,0.023461272940039635,1.0,28.131351470947266,0.31454411149024963,0.047407638281583786,0.38090693950653076,0.10600359737873077,1.0,0.0,1.0,2,1,1,791.3729248046875,1.0,2.0,1,1,10.64960765838623,2.023482084274292,1,101.09901000000002,0.045454545454545456,0.0,0.9003000000000001,2.4869281045751634,14522.560666666668,0.031108332717361818,2.184956732092832,1.3814501951988156,0.012640236626506023,0.3253012048192771,0.0034394785173116203,0.46994247040745446,0.014862328868313786,1.6570300389668013e-08,0.8407310704960835,383.0,5.950642552587727,101.09901000000002,0.05405405405405406,0.045454545454545456,0.0,0.9003000000000001,2.493377483443709,1.559999942779541,0.38383814692497253
3,2018,CAN,Americas,High income,10.598529815673828,46.172908782958984,0.02328476682305336,1.0,28.176420211791992,0.3232540488243103,0.03637649863958359,0.39005014300346375,0.10692384839057922,1.0,1.0,1.0,2,1,1,793.91064453125,1.0,2.0,1,4,10.634514808654785,2.0,1,101.751523,0.045454545454545456,0.09090909090909091,0.8873,2.5303514376996805,15058.546,0.03177756649772843,2.184956732092832,1.3054228104084307,0.0167742978313253,0.43373493975903615,0.0027819042721605046,0.5241443762882593,0.011081794763190093,1.8951498898359582e-08,0.8575342465753425,365.0,5.902633333401366,101.751523,0.05405405405405406,0.045454545454545456,0.09090909090909091,0.8873,2.527331189710611,1.5199999809265137,0.38121554255485535
3,2019,CAN,Americas,High income,10.619794845581055,46.014930725097656,0.02331641875207424,1.0,28.187044143676758,0.32352694869041443,0.043531935662031174,0.40354830026626587,0.1076451987028122,1.0,1.0,1.0,2,1,1,794.5094604492188,1.0,2.0,1,1,10.593012809753418,2.023056983947754,1,101.539969,0.08333333333333333,0.08333333333333333,0.928,2.5833333333333335,15841.301866666665,0.027184921279907334,2.184956732092832,1.2973590833289224,0.022286332771084338,0.43373493975903615,0.0069395326746232566,1.0858636696629758,0.02654379207708113,-3.4123885022462475e-08,0.8501170960187353,427.0,6.059123195581797,101.539969,0.08108108108108109,0.08333333333333333,0.08333333333333333,0.928,2.6,1.4700000286102295,-0.12532435357570648
3,2020,CAN,Americas,High income,10.8072509765625,46.594566345214844,0.02382766455411911,1.0,28.130340576171875,0.2968084514141083,0.028041930869221687,0.41099900007247925,0.11271993070840836,1.0,1.0,1.0,2,1,1,791.3160400390625,1.0,2.0,1,3,10.509529113769531,2.006713390350342,1,94.892847,0.36,0.16,0.9062,2.625994694960212,16873.788266666666,0.024286460659254744,2.184956732092832,1.2436105792549055,0.025414361204819276,0.4457831325301205,0.007675160859390932,1.0742392301568817,0.029948468940006863,3.124531860449622e-08,0.8891509433962265,424.0,6.052089168924417,,0.24324324324324326,0.36,0.16,0.9062,2.620320855614973,1.5099999904632568,-0.749727725982666
3,2021,CAN,Americas,High income,11.001628875732422,46.62931442260742,0.02355850860476494,1.0,28.32491111755371,0.3091398775577545,0.04800235107541084,0.4206971228122711,0.11349228024482727,1.0,1.0,1.0,2,1,1,802.3005981445312,1.0,2.0,1,1,10.653268814086914,2.0213570594787598,1,98.536172,0.37037037037037035,0.18518518518518517,0.8929000000000001,2.65609756097561,,0.042651756879511185,2.184956732092832,1.2312175896711626,,0.4457831325301205,0.003911006954690836,0.6674208189793779,0.020200134314338588,7.675951450061326e-08,0.8169291338582677,508.0,6.2324480165505225,98.536172,0.2702702702702703,0.37037037037037035,0.18518518518518517,0.8929000000000001,2.6535626535626538,1.4900000095367432,0.5335602164268494
4,2014,CZE,Europe,High income,9.047608375549316,37.07389831542969,0.02231828309595585,0.858968198299408,26.06731605529785,0.8195427656173706,0.01946050114929676,0.28475478291511536,0.030723577365279198,0.0,0.0,0.0,4,1,0,679.5049438476562,0.7378263473510742,3.435872793197632,1,1,8.684144020080566,3.513521671295166,1,,0.0,0.0,,3.0,13910.0316,0.03946572711864001,1.174414785186299,0.9616627582263796,0.0005318098795180723,0.4578313253012048,9.642003874161756e-06,0.00012167768817791231,4.1917444187079634e-05,2.6389398833812573e-08,0.7,10.0,2.3978952727983707,,0.02702702702702703,0.0,0.0,,3.0,1.4900000095367432,1.8980538845062256
4,2015,CZE,Europe,High income,8.930264472961426,37.806663513183594,0.02213200367987156,0.858968198299408,25.959882736206055,0.8055877685546875,0.019816456362605095,0.27999645471572876,0.02620728127658367,0.0,0.0,0.0,4,1,0,673.91552734375,0.7378263473510742,3.435872793197632,1,1,8.594863891601562,3.487649917602539,1,,0.0,0.0,,2.3333333333333335,14333.486933333334,0.028887206153654352,1.174414785186299,0.9811103914560005,0.0007086762650602409,0.4578313253012048,6.017833787392765e-05,0.024017544695505325,0.020749869980605618,3.3507952077473785e-08,0.875,48.0,3.8918202981106265,,0.02702702702702703,0.0,0.0,,2.3333333333333335,2.0299999713897705,-1.8791978359222412
4,2016,CZE,Europe,High income,9.008289337158203,37.78045654296875,0.02147059515118599,0.858968198299408,26.00276756286621,0.7910707592964172,0.015994135290384293,0.29161185026168823,0.021581755951046944,1.0,0.0,0.0,4,1,0,676.1439208984375,0.7378263473510742,3.435872793197632,1,3,8.511625289916992,3.5390775203704834,1,,0.0,0.0,,2.358974358974359,14768.094933333332,0.028060448127679608,1.174414785186299,0.9583192900675026,0.0023467084337349398,0.4578313253012048,1.0568920052007541e-06,0.001744157240706807,3.251250456054452e-05,1.1289310378051979e-08,1.0,39.0,3.6888794541139363,,0.02702702702702703,0.0,0.0,,2.358974358974359,2.0199999809265137,0.8460320234298706
4,2017,CZE,Europe,High income,9.135442733764648,37.678409576416016,0.02180768921971321,0.858968198299408,26.110641479492188,0.7902714014053345,0.04299646615982056,0.2987370491027832,0.02167065255343914,1.0,0.0,1.0,4,1,0,681.765625,0.7378263473510742,3.435872793197632,1,3,8.793338775634766,3.533405303955078,1,,0.043478260869565216,0.0,,2.9411764705882355,15114.046133333333,0.031207683540047326,1.174414785186299,0.9719193370000131,0.005709517590361445,0.46987951807228917,2.0443630183215915e-07,0.0236502893166965,0.00021208034002845056,3.521407221275728e-08,0.8095238095238095,21.0,3.091042453358316,,0.05405405405405406,0.043478260869565216,0.0,,2.9411764705882355,2.0899999141693115,1.6206339597702026
4,2018,CZE,Europe,High income,9.187516212463379,37.24079132080078,0.021651308983564377,0.83700031042099,26.240720748901367,0.7694357633590698,0.02441731095314026,0.3059287667274475,0.017440035939216614,1.0,1.0,1.0,4,1,0,688.575439453125,0.7005695104598999,3.34800124168396,1,5,9.115440368652344,3.35037899017334,1,,0.043478260869565216,0.08695652173913043,,2.56,15678.232666666667,0.03194729971402382,1.174414785186299,0.9648121760374522,0.009888896144578314,0.46987951807228917,-4.070206751255814e-06,2.7924132301218377e-05,3.9452266492431835e-05,1.598894433199719e-08,1.0,50.0,3.9318256327243257,,0.05405405405405406,0.043478260869565216,0.08695652173913043,,2.5714285714285716,1.9600000381469727,-0.6266921162605286
4,2019,CZE,Europe,High income,9.24195384979248,37.24502944946289,0.02182626910507679,0.83700031042099,26.254867553710938,0.7387977838516235,0.01891242526471615,0.35490745306015015,0.02030777931213379,1.0,1.0,1.0,4,1,0,689.3180541992188,0.7005695104598999,3.34800124168396,1,1,9.063899040222168,3.3585150241851807,1,,0.08,0.08,,2.4903846153846154,16462.953733333332,0.02736966652219558,1.174414785186299,0.948732635599606,0.014878008192771085,0.4819277108433735,-2.9677324114876265e-05,0.0004005546618642803,0.0003510577764125277,1.050654661226718e-08,0.9904761904761905,105.0,4.663439094112067,,0.08108108108108109,0.08,0.08,,2.4903846153846154,1.8300000429153442,-0.8672534823417664
4,2020,CZE,Europe,High income,9.198484420776367,37.38677978515625,0.022567356005311012,0.83700031042099,26.22849464416504,0.6994876861572266,0.00848582573235035,0.36515456438064575,0.017876386642456055,1.0,1.0,1.0,4,1,0,687.9339599609375,0.7005695104598999,3.34800124168396,1,4,7.8942766189575195,3.327932357788086,1,,0.34615384615384615,0.15384615384615385,,2.8857142857142857,17551.4892,0.02438588805916415,1.174414785186299,0.9515859723337977,0.01758406265060241,0.4819277108433735,0.0002922295479122666,0.008435183739750446,0.006714639527125173,7.580036368554649e-09,0.8974358974358975,39.0,3.6888794541139363,,0.24324324324324326,0.34615384615384615,0.15384615384615385,,2.9411764705882355,1.840000033378601,-0.24689950048923492
4,2021,CZE,Europe,High income,9.40116024017334,37.99795150756836,0.02229088917374611,0.83700031042099,26.364431381225586,0.7272823452949524,0.040969718247652054,0.37569594383239746,0.013710073195397854,1.0,1.0,1.0,4,1,0,695.083251953125,0.7005695104598999,3.34800124168396,1,2,8.717525482177734,2.979469060897827,1,,0.37037037037037035,0.18518518518518517,,2.4,,0.04320043835218579,1.174414785186299,0.9838792944488763,,0.4819277108433735,0.000307213631359014,0.02471708879658536,0.007791846997594458,2.22089094961131e-08,0.9090909090909091,22.0,3.1354942159291497,,0.2702702702702703,0.37037037037037035,0.18518518518518517,,2.5555555555555554,1.4800000190734863,-0.9033124446868896
5,2014,DNK,Europe,High income,9.668299674987793,41.23659133911133,0.024853970855474472,0.8781004548072815,26.5897159576416,0.5461313724517822,0.028101399540901184,0.41442281007766724,0.04613145440816879,0.0,0.0,0.0,4,1,0,707.0130004882812,0.7710604071617126,3.512401819229126,1,4,10.167924880981445,3.378591775894165,1,99.45649099999999,0.0,0.0,0.8871,2.806451612903226,13922.005866666666,0.03938888612092999,4.719808891326835,1.4224953629084873,0.00062692,0.4578313253012048,0.00265354552088597,1.93507772018034,0.015221117315352856,1.3309843275815992e-07,0.9393939393939394,66.0,4.204692619390966,99.45649099999999,0.02702702702702703,0.0,0.0,0.8871,2.806451612903226,1.4900000095367432,-0.1410726010799408
5,2015,DNK,Europe,High income,9.561111450195312,42.30775451660156,0.025078194215893745,0.9177998304367065,26.4359188079834,0.5541817545890808,0.023977521806955338,0.42357316613197327,0.04316999390721321,0.0,0.0,0.0,4,1,0,698.8577880859375,0.8423565030097961,3.671199321746826,1,5,9.156044960021973,3.6245007514953613,1,100.0,0.0,0.0,0.8814999999999998,2.642857142857143,14362.525599999999,0.028862215471546587,4.719808891326835,1.4253187039214859,0.0008323875903614458,0.4578313253012048,,2.4152951324686796,,1.515986964424587e-07,0.9655172413793104,58.0,4.07753744390572,100.0,0.02702702702702703,0.0,0.0,0.8814999999999998,2.642857142857143,2.0299999713897705,-0.03251606971025467
5,2016,DNK,Europe,High income,9.596108436584473,42.99453353881836,0.02442590333521366,0.9177998304367065,26.469839096069336,0.5342597961425781,0.0574600026011467,0.43130624294281006,0.04186259210109711,1.0,0.0,0.0,4,1,0,700.6524047851562,0.8423565030097961,3.671199321746826,1,1,9.139447212219238,3.5686066150665283,1,100.828575,0.0,0.0,0.7142,2.621212121212121,14794.055466666665,0.028056568407484345,4.719808891326835,1.3897877347231997,0.0024554226506024097,0.4578313253012048,,1.5109890404485624,,6.808884842136488e-08,0.9705882352941176,68.0,4.23410650459726,100.828575,0.02702702702702703,0.0,0.0,0.7142,2.621212121212121,2.0199999809265137,-0.2576816976070404
5,2017,DNK,Europe,High income,9.652144432067871,41.93570327758789,0.02452237717807293,0.9177998304367065,26.528764724731445,0.5507737398147583,0.028435055166482925,0.4378153383731842,0.04028785973787308,1.0,0.0,1.0,4,1,0,703.7753295898438,0.8423565030097961,3.671199321746826,1,5,9.290022850036621,3.6711173057556152,1,101.285965,0.045454545454545456,0.0,0.999,2.640625,15137.785466666666,0.031195887415081152,4.719808891326835,1.3671081878107412,0.005541101445783132,0.46987951807228917,1.3117770944972834e-05,1.097984560136778,6.375499035132413e-05,5.160254881739751e-08,0.927536231884058,69.0,4.248495242049359,101.285965,0.05405405405405406,0.045454545454545456,0.0,0.999,2.640625,2.0899999141693115,1.2867615222930908
5,2018,DNK,Europe,High income,9.721786499023438,41.607276916503906,0.02441146969795227,0.8958319425582886,26.600557327270508,0.5655980706214905,0.018839187920093536,0.43975067138671875,0.03222210332751274,1.0,1.0,1.0,4,1,0,707.5896606445312,0.8025148510932922,3.5833277702331543,1,4,9.504314422607422,3.5658795833587646,1,100.699411,0.045454545454545456,0.09090909090909091,1.0,2.716666666666667,15692.6356,0.03192339079948209,4.719808891326835,1.3814884656226738,0.0124910821686747,0.46987951807228917,0.0026975869318089517,0.28726648844285846,0.013089150893449291,2.663091793427988e-08,0.967741935483871,62.0,4.143134726391533,100.699411,0.05405405405405406,0.045454545454545456,0.09090909090909091,1.0,2.7457627118644066,1.9600000381469727,0.13851167261600494
